0.005 	-1.06127e-74
0.015 	-3.17518e-74
0.025 	-5.2891e-74
0.035 	-7.40301e-74
0.045 	-9.51692e-74
0.055 	5.76445e-73
0.065 	1.94081e-72
0.075 	3.30518e-72
0.085 	4.66954e-72
0.095 	6.03391e-72
0.105 	1.63324e-69
0.115 	4.88629e-69
0.125 	8.13933e-69
0.135 	1.13924e-68
0.145 	1.46454e-68
0.155 	2.92283e-66
0.165 	8.73594e-66
0.175 	1.45491e-65
0.185 	2.03622e-65
0.195 	2.61753e-65
0.205 	-2.94615e-63
0.215 	-8.89661e-63
0.225 	-1.48471e-62
0.235 	-2.07975e-62
0.245 	-2.6748e-62
0.255 	2.03024e-60
0.265 	6.15018e-60
0.275 	1.02701e-59
0.285 	1.439e-59
0.295 	1.851e-59
0.305 	2.24012e-57
0.315 	6.67922e-57
0.325 	1.11183e-56
0.335 	1.55574e-56
0.345 	1.99965e-56
0.355 	-2.10768e-54
0.365 	-6.36746e-54
0.375 	-1.06272e-53
0.385 	-1.4887e-53
0.395 	-1.91468e-53
0.405 	-1.70467e-52
0.415 	-4.68847e-52
0.425 	-7.67226e-52
0.435 	-1.06561e-51
0.445 	-1.36399e-51
0.455 	-5.05523e-49
0.465 	-1.51354e-48
0.475 	-2.52156e-48
0.485 	-3.52958e-48
0.495 	-4.5376e-48
0.505 	2.97607e-46
0.515 	9.02903e-46
0.525 	1.5082e-45
0.535 	2.1135e-45
0.545 	2.71879e-45
0.555 	-1.12508e-44
0.565 	-3.97954e-44
0.575 	-6.834e-44
0.585 	-9.68845e-44
0.595 	-1.25429e-43
0.605 	2.94226e-43
0.615 	1.16208e-42
0.625 	2.02993e-42
0.635 	2.89779e-42
0.645 	3.76564e-42
0.655 	4.95722e-42
0.665 	6.47252e-42
0.675 	7.98783e-42
0.685 	9.50313e-42
0.695 	1.10184e-41
0.705 	1.34471e-41
0.715 	1.67893e-41
0.725 	2.01314e-41
0.735 	2.34735e-41
0.745 	2.68156e-41
0.755 	-1.83992e-40
0.765 	-6.08951e-40
0.775 	-1.03391e-39
0.785 	-1.45887e-39
0.795 	-1.88383e-39
0.805 	-2.45535e-39
0.815 	-3.17345e-39
0.825 	-3.89155e-39
0.835 	-4.60965e-39
0.845 	-5.32775e-39
0.855 	-5.78659e-39
0.865 	-5.98616e-39
0.875 	-6.18574e-39
0.885 	-6.38532e-39
0.895 	-6.5849e-39
0.905 	-6.22221e-39
0.915 	-5.29725e-39
0.925 	-4.3723e-39
0.935 	-3.44734e-39
0.945 	-2.52238e-39
0.955 	-1.20431e-39
0.965 	5.06873e-40
0.975 	2.21806e-39
0.985 	3.92924e-39
0.995 	5.64042e-39
1.005 	5.54812e-39
1.015 	3.65233e-39
1.025 	1.75655e-39
1.035 	-1.39241e-40
1.045 	-2.03503e-39
1.055 	-6.1059e-39
1.065 	-1.23519e-38
1.075 	-1.85978e-38
1.085 	-2.48438e-38
1.095 	-3.10897e-38
1.105 	-3.05766e-38
1.115 	-2.33043e-38
1.125 	-1.6032e-38
1.135 	-8.75974e-39
1.145 	-1.48746e-39
1.155 	8.54051e-39
1.165 	2.13242e-38
1.175 	3.41078e-38
1.185 	4.68915e-38
1.195 	5.96752e-38
1.205 	6.35085e-38
1.215 	5.83915e-38
1.225 	5.32746e-38
1.235 	4.81576e-38
1.245 	4.30406e-38
1.255 	3.66688e-38
1.265 	2.90423e-38
1.275 	2.14158e-38
1.285 	1.37893e-38
1.295 	6.16284e-39
1.305 	2.11466e-39
1.315 	1.6448e-39
1.325 	1.17494e-39
1.335 	7.05087e-40
1.345 	2.3523e-40
1.355 	6.87457e-43
1.365 	1.46014e-42
1.375 	2.23282e-42
1.385 	3.0055e-42
1.395 	3.77818e-42
1.405 	3.805e-42
1.415 	3.08594e-42
1.425 	2.36689e-42
1.435 	1.64784e-42
1.445 	9.28791e-43
1.455 	5.12295e-43
1.465 	3.98355e-43
1.475 	2.84415e-43
1.485 	1.70475e-43
1.495 	5.65355e-44
1.505 	-3.91144e-46
1.515 	-3.04475e-46
1.525 	-2.17806e-46
1.535 	-1.31136e-46
1.545 	-4.44672e-47
1.555 	-1.01935e-48
1.565 	-7.92793e-49
1.575 	-5.66234e-49
1.585 	-3.39676e-49
1.595 	-1.13117e-49
1.605 	1.45911e-52
1.615 	1.13544e-52
1.625 	8.11777e-53
1.635 	4.88112e-53
1.645 	1.64448e-53
1.655 	2.35412e-55
1.665 	1.8309e-55
1.675 	1.30769e-55
1.685 	7.84469e-56
1.695 	2.61252e-56
1.705 	-3.20725e-59
1.715 	-2.49398e-59
1.725 	-1.78071e-59
1.735 	-1.06744e-59
1.745 	-3.54169e-60
1.755 	2.22022e-62
1.765 	1.72698e-62
1.775 	1.23373e-62
1.785 	7.40487e-63
1.795 	2.47242e-63
1.805 	5.57882e-66
1.815 	4.33921e-66
1.825 	3.09961e-66
1.835 	1.86001e-66
1.845 	6.20405e-67
1.855 	5.43464e-70
1.865 	4.2307e-70
1.875 	3.02676e-70
1.885 	1.82283e-70
1.895 	6.18891e-71
1.905 	1.52306e-72
1.915 	1.18451e-72
1.925 	8.45964e-73
1.935 	5.07417e-73
1.945 	1.6887e-73
1.955 	-3.63611e-76
1.965 	-2.82835e-76
1.975 	-2.0206e-76
1.985 	-1.21284e-76
1.995 	-4.05091e-77
2.005 	-1.09205e-79
2.015 	-8.49146e-80
2.025 	-6.06242e-80
2.035 	-3.63339e-80
2.045 	-1.20436e-80
2.055 	9.14141e-83
2.065 	7.11003e-83
2.075 	5.07865e-83
2.085 	3.04728e-83
2.095 	1.0159e-83
2.105 	1.8949e-87
2.115 	1.47196e-87
2.125 	1.04903e-87
2.135 	6.26089e-88
2.145 	2.03152e-88
2.155 	-7.48498e-90
2.165 	-5.82111e-90
2.175 	-4.15725e-90
2.185 	-2.49338e-90
2.195 	-8.29513e-91
2.205 	2.1778e-93
2.215 	1.69381e-93
2.225 	1.20982e-93
2.235 	7.25821e-94
2.245 	2.41827e-94
2.255 	-1.52722e-97
2.265 	-1.18785e-97
2.275 	-8.48488e-98
2.285 	-5.09125e-98
2.295 	-1.69761e-98
2.305 	-7.14369e-102
2.315 	-5.55431e-102
2.325 	-3.96493e-102
2.335 	-2.37555e-102
2.345 	-7.86168e-103
2.355 	7.67025e-105
2.365 	5.96576e-105
2.375 	4.26127e-105
2.385 	2.55678e-105
2.395 	8.52293e-106
2.405 	4.39368e-110
2.415 	3.41718e-110
2.425 	2.44068e-110
2.435 	1.46418e-110
2.445 	4.87682e-111
2.455 	-5.10836e-114
2.465 	-3.97376e-114
2.475 	-2.83917e-114
2.485 	-1.70457e-114
2.495 	-5.69972e-115
2.505 	-2.40637e-117
2.515 	-1.8718e-117
2.525 	-1.33723e-117
2.535 	-8.02656e-118
2.545 	-2.68085e-118
2.555 	-7.1997e-121
2.565 	-5.60014e-121
2.575 	-4.00058e-121
2.585 	-2.40102e-121
2.595 	-8.01464e-122
2.605 	-1.51592e-124
2.615 	-1.1791e-124
2.625 	-8.42272e-125
2.635 	-5.05446e-125
2.645 	-1.68619e-125
2.655 	-1.85734e-128
2.665 	-1.44464e-128
2.675 	-1.03194e-128
2.685 	-6.19248e-129
2.695 	-2.06551e-129
2.705 	-1.82899e-132
2.715 	-1.42259e-132
2.725 	-1.0162e-132
2.735 	-6.09798e-133
2.745 	-2.034e-133
2.755 	-1.81192e-136
2.765 	-1.40934e-136
2.775 	-1.00676e-136
2.785 	-6.04174e-137
2.795 	-2.01592e-137
2.805 	-2.70215e-140
2.815 	-2.1014e-140
2.825 	-1.50066e-140
2.835 	-8.9991e-141
2.845 	-2.99162e-141
2.855 	1.0903e-143
2.865 	8.48108e-144
2.875 	6.05912e-144
2.885 	3.63716e-144
2.895 	1.21521e-144
2.905 	3.80425e-147
2.915 	2.95898e-147
2.925 	2.11372e-147
2.935 	1.26845e-147
2.945 	4.23182e-148
2.955 	4.93388e-151
2.965 	3.83752e-151
2.975 	2.74116e-151
2.985 	1.6448e-151
2.995 	5.48436e-152
3.005 	2.29389e-155
3.015 	1.78408e-155
3.025 	1.27427e-155
3.035 	7.64465e-156
3.045 	2.54656e-156
3.055 	-2.24059e-159
3.065 	-1.74276e-159
3.075 	-1.24493e-159
3.085 	-7.47098e-160
3.095 	-2.49266e-160
3.105 	-3.14923e-163
3.115 	-2.44957e-163
3.125 	-1.74992e-163
3.135 	-1.05026e-163
3.145 	-3.50606e-164
3.155 	-7.00097e-167
3.165 	-5.44547e-167
3.175 	-3.88998e-167
3.185 	-2.33448e-167
3.195 	-7.78983e-168
3.205 	-1.11095e-170
3.215 	-8.64099e-171
3.225 	-6.17252e-171
3.235 	-3.70406e-171
3.245 	-1.23559e-171
3.255 	-1.22281e-174
3.265 	-9.51088e-175
3.275 	-6.79367e-175
3.285 	-4.07646e-175
3.295 	-1.35924e-175
3.305 	-5.71751e-179
3.315 	-4.44711e-179
3.325 	-3.1767e-179
3.335 	-1.9063e-179
3.345 	-6.35891e-180
3.355 	-6.19391e-183
3.365 	-4.81816e-183
3.375 	-3.44242e-183
3.385 	-2.06668e-183
3.395 	-6.90933e-184
3.405 	-2.75533e-186
3.415 	-2.14339e-186
3.425 	-1.53145e-186
3.435 	-9.19508e-187
3.445 	-3.07568e-187
3.455 	-1.43864e-189
3.465 	-1.11904e-189
3.475 	-7.99439e-190
3.485 	-4.79839e-190
3.495 	-1.6024e-190
3.505 	-3.95794e-193
3.515 	-3.07869e-193
3.525 	-2.19943e-193
3.535 	-1.32018e-193
3.545 	-4.40931e-194
3.555 	-1.17519e-196
3.565 	-9.1407e-197
3.575 	-6.52954e-197
3.585 	-3.91837e-197
3.595 	-1.30721e-197
3.605 	-1.46339e-200
3.615 	-1.13819e-200
3.625 	-8.12989e-201
3.635 	-4.8779e-201
3.645 	-1.62591e-201
3.655 	7.51335e-206
3.665 	5.84385e-206
3.675 	4.17436e-206
3.685 	2.50486e-206
3.695 	8.35366e-207
3.705 	5.56115e-210
3.715 	4.32583e-210
3.725 	3.0905e-210
3.735 	1.85518e-210
3.745 	6.1986e-211
3.755 	1.9791e-213
3.765 	1.53916e-213
3.775 	1.09923e-213
3.785 	6.59287e-214
3.795 	2.19348e-214
3.805 	-5.59507e-217
3.815 	-4.35145e-217
3.825 	-3.10783e-217
3.835 	-1.8642e-217
3.845 	-6.2058e-218
3.855 	1.10805e-220
3.865 	8.61863e-221
3.875 	6.15672e-221
3.885 	3.6948e-221
3.895 	1.23289e-221
3.905 	1.743e-224
3.915 	1.35565e-224
3.925 	9.68303e-225
3.935 	5.80957e-225
3.945 	1.9361e-225
3.955 	-5.64618e-229
3.965 	-4.39196e-229
3.975 	-3.13774e-229
3.985 	-1.88351e-229
3.995 	-6.2929e-230
4.005 	-1.96073e-232
4.015 	-1.52507e-232
4.025 	-1.08941e-232
4.035 	-6.53744e-233
4.045 	-2.18084e-233
4.055 	-2.27864e-236
4.065 	-1.7723e-236
4.075 	-1.26597e-236
4.085 	-7.5964e-237
4.095 	-2.53307e-237
4.105 	-1.26921e-240
4.115 	-9.87155e-241
4.125 	-7.05101e-241
4.135 	-4.23047e-241
4.145 	-1.40993e-241
4.155 	3.09463e-245
4.165 	2.40695e-245
4.175 	1.71927e-245
4.185 	1.03159e-245
4.195 	3.43914e-246
4.205 	6.73264e-250
4.215 	5.23639e-250
4.225 	3.74015e-250
4.235 	2.2439e-250
4.245 	7.47659e-251
4.255 	-4.17039e-254
4.265 	-3.24362e-254
4.275 	-2.31686e-254
4.285 	-1.39009e-254
4.295 	-4.63327e-255
4.305 	5.02032e-259
4.315 	3.90465e-259
4.325 	2.78899e-259
4.335 	1.67332e-259
4.345 	5.57655e-260
4.355 	-1.60503e-263
4.365 	-1.24814e-263
4.375 	-8.91245e-264
4.385 	-5.34352e-264
4.395 	-1.7746e-264
4.405 	8.87638e-267
4.415 	6.90376e-267
4.425 	4.93115e-267
4.435 	2.95854e-267
4.445 	9.85924e-268
4.455 	-3.44739e-271
4.465 	-2.68246e-271
4.475 	-1.91752e-271
4.485 	-1.15258e-271
4.495 	-3.87649e-272
4.505 	-4.66248e-274
4.515 	-3.62642e-274
4.525 	-2.59036e-274
4.535 	-1.5543e-274
4.545 	-5.18245e-275
4.555 	-1.93824e-278
4.565 	-1.50752e-278
4.575 	-1.0768e-278
4.585 	-6.46078e-279
4.595 	-2.15357e-279
4.605 	2.62824e-284
4.615 	2.04455e-284
4.625 	1.46086e-284
4.635 	8.77173e-285
4.645 	2.93482e-285
4.655 	1.47345e-287
4.665 	1.14586e-287
4.675 	8.18265e-288
4.685 	4.90675e-288
4.695 	1.63084e-288
4.705 	-6.40283e-291
4.715 	-4.9787e-291
4.725 	-3.55456e-291
4.735 	-2.13043e-291
4.745 	-7.06297e-292
4.755 	5.19258e-294
4.765 	4.03852e-294
4.775 	2.88445e-294
4.785 	1.73039e-294
4.795 	5.76328e-295
4.805 	-6.33408e-298
4.815 	-4.92657e-298
4.825 	-3.51906e-298
4.835 	-2.11156e-298
4.845 	-7.04049e-299
4.855 	-2.66145e-302
4.865 	-2.07007e-302
4.875 	-1.47868e-302
4.885 	-8.87298e-303
4.895 	-2.95914e-303
4.905 	-1.99362e-306
4.915 	-1.55061e-306
4.925 	-1.1076e-306
4.935 	-6.64598e-307
4.945 	-2.21592e-307
4.955 	-7.96236e-311
4.965 	-6.19319e-311
4.975 	-4.42402e-311
4.985 	-2.65485e-311
4.995 	-8.85675e-312
